,powiat,year,total_project_value,total_eligible_expenditure,cofinancing_value,wojewodztwo,number_of_projects,eu_cofinancing_rate
3012,staszowski,2020,85534029.3572809,75596176.43950506,60474223.22522264,ŚWIĘTOKRZYSKIE,178,61.25559335550555
3013,staszowski,2021,89643958.2944795,77315749.8736382,61355486.87246752,ŚWIĘTOKRZYSKIE,99,59.370976740578364
3014,staszowski,2022,89196886.43137969,74952206.54712385,59563896.051789165,ŚWIĘTOKRZYSKIE,78,58.86417704579431
3015,staszowski,2023,68493264.67217949,55943670.34409625,44729001.55751839,ŚWIĘTOKRZYSKIE,47,56.23235918548151
3016,staszowski,2024,13386525.484166667,9289474.897499999,7186860.689166667,ŚWIĘTOKRZYSKIE,2,80.21877651353265
3017,strzelecki,2014,19522242.779597223,14857258.940791667,8937158.351643518,OPOLSKIE,4,46.73349722475263
3018,strzelecki,2015,31685976.97442458,27003045.837563463,19180462.456707034,OPOLSKIE,16,63.47442071416362
3019,strzelecki,2016,80206840.50653172,68696067.24666366,49795853.944723465,OPOLSKIE,58,68.78284543360346
3020,strzelecki,2017,157631725.64069396,135124955.26418307,95879597.958578,OPOLSKIE,147,67.64429320187341
3021,strzelecki,2018,170864872.94348356,147533183.20395282,96001910.03926553,OPOLSKIE,168,61.7010123637703
3022,strzelecki,2019,146701707.29144728,123149643.67270225,83668201.93963528,OPOLSKIE,149,62.12786473772623
3023,strzelecki,2020,151782391.73498076,129390420.67772879,88739705.77383256,OPOLSKIE,138,60.45875209377516
3024,strzelecki,2021,180486450.07669023,158297610.92985493,97990584.18944389,OPOLSKIE,128,55.78217460332593
3025,strzelecki,2022,129718066.98890488,118791803.81915884,70870353.48891735,OPOLSKIE,101,52.933248082782924
3026,strzelecki,2023,63208211.39287701,54300663.353804596,38451176.29599196,OPOLSKIE,50,56.55169112225101
3027,strzeleckodrezdenecki,2015,12958014.711942002,10094130.320325397,8685470.156620879,LUBUSKIE,10,72.58145678279675
3028,strzeleckodrezdenecki,2016,31088980.472865414,26884438.536530856,23014944.6989557,LUBUSKIE,26,77.14459914732697
3029,strzeleckodrezdenecki,2017,41245993.896707475,36622629.473358266,30454020.74051162,LUBUSKIE,37,65.47967716606283
3030,strzeleckodrezdenecki,2018,46026557.12090715,40155386.08782447,33001861.232011408,LUBUSKIE,65,61.5079632374285
3031,strzeleckodrezdenecki,2019,49750763.58537142,41519424.63925843,33498436.338915568,LUBUSKIE,68,60.47309093797484
3032,strzeleckodrezdenecki,2020,58975587.5410042,49243001.92451943,39981320.32809887,LUBUSKIE,74,55.3006430263371
3033,strzeleckodrezdenecki,2021,69012274.32095009,57974251.29572172,42724630.12004773,LUBUSKIE,61,52.22925265084389
3034,strzeleckodrezdenecki,2022,48847070.45895082,40591061.55956036,29369212.71956453,LUBUSKIE,48,48.50621001695428
3035,strzeleckodrezdenecki,2023,34682849.77750478,27289833.07096688,21424003.25593408,LUBUSKIE,30,36.399455427573315
3036,strzeleckodrezdenecki,2024,3247443.4906370193,1516366.1322115385,806911.2123557692,LUBUSKIE,1,30.327479468210726
3037,strzelinski,2014,1674771.3639333334,1325325.000847619,1067122.2469349205,DOLNOŚLĄSKIE,3,71.84286830013349
3038,strzelinski,2015,6819935.343933333,5892556.620847619,4820781.895434921,DOLNOŚLĄSKIE,11,79.6611555716103
3039,strzelinski,2016,32266717.41156498,29008868.504539773,23635339.24851823,DOLNOŚLĄSKIE,50,58.571321915659354
3040,strzelinski,2017,47426514.20055716,42028073.18904504,32482355.03175258,DOLNOŚLĄSKIE,78,57.17120845356124
3041,strzelinski,2018,45050762.705164336,40179737.84281094,31305853.541559387,DOLNOŚLĄSKIE,88,62.59971640735431
3042,strzelinski,2019,31830684.254641104,29236418.12004666,22896406.374963146,DOLNOŚLĄSKIE,47,55.61281857370559
3043,strzelinski,2020,27245878.811165407,25839685.215692,21362241.289902374,DOLNOŚLĄSKIE,48,52.56423573852807
3044,strzelinski,2021,27002903.61280321,25853627.791684955,21573232.123722646,DOLNOŚLĄSKIE,33,47.66516906215818
3045,strzelinski,2022,31257493.117980544,29265598.006248005,24946108.748068836,DOLNOŚLĄSKIE,31,53.36855378941511
3046,strzelinski,2023,21991104.13782522,20821981.831217676,17737920.189774737,DOLNOŚLĄSKIE,16,51.68464754275261
3047,strzyzowski,2014,12124059.66403472,8505383.520402778,6936248.871212963,PODKARPACKIE,2,23.812731027491264
3048,strzyzowski,2015,31860704.24117824,23459384.04392835,17311603.767403603,PODKARPACKIE,8,47.542667548575594
3049,strzyzowski,2016,92995464.60391244,76801635.21637455,62103334.82309884,PODKARPACKIE,44,65.44291163872127
3050,strzyzowski,2017,198830784.36468285,168415441.00527,136629551.57137373,PODKARPACKIE,104,72.80302301500868
3051,strzyzowski,2018,212022903.7758888,178789030.03648585,144774540.55880004,PODKARPACKIE,126,71.18419662947638
3052,strzyzowski,2019,173771670.30784357,148923043.90746474,120555174.60263924,PODKARPACKIE,109,73.67103101457434
3053,strzyzowski,2020,108045473.10832016,89664682.57216817,67863764.77119058,PODKARPACKIE,91,61.47192750306746
3054,strzyzowski,2021,84793817.4774861,71628319.45820911,52271328.80839123,PODKARPACKIE,60,57.18512601712757
3055,strzyzowski,2022,76822730.17333911,64752000.95195158,47412904.82702391,PODKARPACKIE,59,55.35121671750946
3056,strzyzowski,2023,40040472.70857992,32802688.615247935,24995711.795583516,PODKARPACKIE,29,47.37394863770174
3057,subicki,2014,30708909.201094627,23726113.69375183,19596324.133374847,LUBUSKIE,6,79.18244600049059
3058,subicki,2015,39661509.95690232,31620294.47205952,25887330.651624847,LUBUSKIE,14,79.49406421995113
3059,subicki,2016,51555725.082670964,39935568.29386023,32931814.78078109,LUBUSKIE,26,78.10190963369044
3060,subicki,2017,63054492.51560827,49941402.59796541,40970554.417463996,LUBUSKIE,38,69.78900150775902
3061,subicki,2018,72782331.26862739,57384375.66911217,46035532.45306101,LUBUSKIE,55,66.98112221273864
3062,subicki,2019,75817502.1621804,57614249.83599851,45661608.30724981,LUBUSKIE,50,65.82461021287303
3063,subicki,2020,83779618.00962271,65724915.36106902,51939171.37005215,LUBUSKIE,58,60.59996840151067
3064,subicki,2021,75115594.1011321,60672708.47068402,48976695.071568474,LUBUSKIE,57,60.423424070120156
3065,subicki,2022,66259255.46027568,55017101.87573695,42201263.37755551,LUBUSKIE,53,60.38298312749892
3066,subicki,2023,55615618.976865344,47463915.42356807,37706317.1106195,LUBUSKIE,31,56.87564103745726
3067,sulecinski,2014,5729946.142094627,5355304.52707326,4543640.653874847,LUBUSKIE,6,61.28194963425991
3068,sulecinski,2015,20826584.37511393,16289579.056679865,13860951.684424473,LUBUSKIE,16,76.69385197988413
3069,sulecinski,2016,30873797.271777704,24873722.901870586,20693332.477203168,LUBUSKIE,31,74.09956991276076
3070,sulecinski,2017,43008490.096834056,36343119.38931704,30094887.54575909,LUBUSKIE,48,64.6281639795498
3071,sulecinski,2018,46555519.320394844,38663572.910172135,31959088.66163387,LUBUSKIE,65,60.924019108203154
3072,sulecinski,2019,42512111.05221769,34284609.742661655,28092918.43778299,LUBUSKIE,56,57.22669637792134
3073,sulecinski,2020,51607103.7460972,41704849.76833603,34928233.26466667,LUBUSKIE,55,52.869420613211034
3074,sulecinski,2021,46390679.15493991,36784903.274379596,30897270.577988543,LUBUSKIE,39,49.20399378119337
3075,sulecinski,2022,45591494.911083505,37771135.07070634,31488152.490086693,LUBUSKIE,34,57.39125077013863
3076,sulecinski,2023,44449539.949008204,36634848.43123871,30392204.50192903,LUBUSKIE,22,52.143874402886176
3077,supecki,2014,1718930.2983734244,888375.0621199228,784343.908411823,WIELKOPOLSKIE,2,42.348141362938186
3078,supecki,2015,8642002.338383237,7347601.963117714,5645158.875642004,WIELKOPOLSKIE,10,66.48630967871044
3079,supecki,2016,33275323.29921764,29326611.636648197,20759721.681871623,WIELKOPOLSKIE,69,47.739270229054185
3080,supecki,2017,42848669.14363661,35767502.71042751,26181188.725213654,WIELKOPOLSKIE,96,51.44078039505037
3081,supecki,2018,77864293.51760411,64490628.91797043,40859118.798850805,WIELKOPOLSKIE,125,50.4862364533164
3082,supecki,2019,82386098.64564985,67816572.45994999,43089998.298093654,WIELKOPOLSKIE,130,49.889407718693974
3083,supecki,2020,63439024.695025116,53521907.27919045,40379216.208636895,WIELKOPOLSKIE,110,48.706822745616606
3084,supecki,2021,47868223.06599094,39356215.630979285,32401859.753367133,WIELKOPOLSKIE,84,51.6384716138557
3085,supecki,2022,34784204.19121609,31445493.637064375,26417890.76347126,WIELKOPOLSKIE,79,55.67853568193862
3086,supecki,2023,28748718.4755745,25521119.066265926,21365347.12029221,WIELKOPOLSKIE,56,47.8906137086407
3087,supecki,2024,4954837.697542236,2902804.0330252103,2481679.3088891804,WIELKOPOLSKIE,2,69.46485747339754
3088,supsk,2014,11386964.388991963,6930644.4210602185,5916590.665731473,POMORSKIE,3,64.82822530620122
3089,supsk,2015,16828573.001848746,12064089.843079338,9991438.249676459,POMORSKIE,6,62.964943438612494
3090,supsk,2016,66320833.06753799,57809000.192287885,45822675.18281726,POMORSKIE,35,51.49935788198614
3091,supsk,2017,133240143.85260904,113220601.56954345,83243219.2735176,POMORSKIE,57,56.56174201044769
3092,supsk,2018,155699834.9358524,131899256.06852058,97619702.78992645,POMORSKIE,71,54.91312822066831
3093,supsk,2019,165271362.8195785,137903769.39870727,99248740.88867053,POMORSKIE,64,52.55271109404906
3094,supsk,2020,141726236.80540824,118689550.67702754,89311391.77612016,POMORSKIE,69,52.88174404164204
3095,supsk,2021,146327641.16312036,122233053.21273668,88884351.80777061,POMORSKIE,55,55.760383946772045
3096,supsk,2022,138940926.52173945,116014782.47128236,83841497.08366343,POMORSKIE,45,50.936114625886056
3097,supsk,2023,128179378.76105824,106111242.81322517,76137497.7492094,POMORSKIE,36,49.47740279005751
3098,supsk,2024,7876337.431342634,5397315.227892857,4587717.938299106,POMORSKIE,2,79.07512346279907
3099,supsk,2025,7630220.603664063,5222673.9399375,4439272.84353125,POMORSKIE,2,81.71932097215465
3100,supski,2014,10330496.218196329,6621160.306312202,5651445.196138715,POMORSKIE,8,63.85418196465331
3101,supski,2015,15679752.616476238,11664613.635183021,9648875.893485762,POMORSKIE,12,62.15846490484556
3102,supski,2016,70668611.98704065,60875549.064599864,47019227.97383052,POMORSKIE,63,51.126538490492145
3103,supski,2017,120566430.34673327,101137781.5767786,78239129.81766036,POMORSKIE,123,57.93848081159108
3104,supski,2018,200144634.45594543,164950349.91822958,129633300.41008827,POMORSKIE,155,63.624640533868025
3105,supski,2019,183566481.19515568,151292945.12639865,118652920.66204107,POMORSKIE,128,61.15333195360004
3106,supski,2020,167952211.0689822,141470954.14104906,113247235.77202119,POMORSKIE,126,61.5456519821539
3107,supski,2021,119826479.7437953,97870022.60514486,74873525.49427815,POMORSKIE,105,54.305559594209974
3108,supski,2022,101458772.54885705,86662624.33792683,66550838.515987165,POMORSKIE,82,47.549254628398145
3109,supski,2023,86589517.4323353,72918223.41276215,56062865.70213053,POMORSKIE,53,43.71476378295077
3110,supski,2024,5472847.836842635,3188264.786892857,2710025.0682991073,POMORSKIE,1,74.96995921637945
3111,supski,2025,5226731.009164063,3013623.4989374997,2561579.97353125,POMORSKIE,1,79.31451328676287
3112,suski,2014,2325952.5871666665,1911727.178,1302671.6441666665,MAŁOPOLSKIE,4,73.61857533705422
3113,suski,2015,7024449.815425896,6170307.292989388,4386952.845982165,MAŁOPOLSKIE,11,75.94386738511545
3114,suski,2016,40387016.320261724,33220136.29319733,24570176.383650396,MAŁOPOLSKIE,46,77.06396640754114
3115,suski,2017,61949580.947042406,52399623.51463225,39772976.815901995,MAŁOPOLSKIE,102,78.84948512573958
3116,suski,2018,85051597.32135688,69019333.54978006,51779318.5260003,MAŁOPOLSKIE,136,77.96267709000401
3117,suski,2019,83176131.93352786,66991303.0326177,48052439.6196756,MAŁOPOLSKIE,120,75.63866112731412
3118,suski,2020,88041748.72627003,72159431.78930433,50912712.99317432,MAŁOPOLSKIE,130,75.42156846974801
3119,suski,2021,86158157.84795842,70702786.67941928,49485217.09996176,MAŁOPOLSKIE,119,74.77397790537675
3120,suski,2022,40769629.628595226,37213983.342755936,27228297.302517653,MAŁOPOLSKIE,72,76.89921911160152
3121,suski,2023,20102861.655894995,18422544.450769994,13578276.665844703,MAŁOPOLSKIE,32,77.55135789779301
3122,suwaki,2014,7570747.152051354,5302779.844630253,4267540.400626518,PODLASKIE,6,27.331966677349524
3123,suwaki,2015,22142442.700066064,18031058.13847829,13403597.380356908,PODLASKIE,12,57.4763367824927
3124,suwaki,2016,38198039.08808407,32032797.675515916,24153049.7647554,PODLASKIE,24,58.184754739674325
3125,suwaki,2017,109907008.75694798,88010928.45925167,57371243.16487212,PODLASKIE,53,59.805020616994675
3126,suwaki,2018,167625398.2879447,136380645.45759004,90459888.52406228,PODLASKIE,100,63.3403971202636
3127,suwaki,2019,149331140.3169721,123531574.99404387,84631215.02888294,PODLASKIE,104,64.82880126919457
3128,suwaki,2020,148847065.05577928,124950018.75054714,87410161.87650876,PODLASKIE,162,66.29742465187242
3129,suwaki,2021,114678225.91375034,98594110.75217015,69820266.24513014,PODLASKIE,164,66.37521262066072
3130,suwaki,2022,74508735.13602866,64295518.2729835,45839489.65699312,PODLASKIE,61,62.672498167402566
3131,suwaki,2023,47729670.51473425,40264714.96759058,29955193.012563296,PODLASKIE,38,61.31217044559369
3132,suwaki,2024,1588226.9550249474,917520.7397584034,610788.5951628152,PODLASKIE,1,39.9555594083983
3133,suwaki,2025,1585753.84578125,915047.6305147059,608315.4859191177,PODLASKIE,1,40.11799890829154
3134,suwalski,2014,5830627.103936275,3551051.9693921567,3019536.7309836606,PODLASKIE,1,8.684340769372776
3135,suwalski,2015,11137845.585817259,8201267.7987731425,6890022.577828393,PODLASKIE,6,49.36642446781207
3136,suwalski,2016,21867859.576811466,17888615.19212029,14657873.251631647,PODLASKIE,22,51.85021067138514
3137,suwalski,2017,35538549.56532935,28355137.145529065,22819868.29250471,PODLASKIE,44,58.628439061472314
3138,suwalski,2018,54179139.95723917,43489923.60534462,33384214.42430464,PODLASKIE,86,61.666871541474784
3139,suwalski,2019,48767464.29987764,39381070.46152067,30815737.502264194,PODLASKIE,103,61.8538076562649
3140,suwalski,2020,72213714.6171177,58354638.09437347,44510087.75805559,PODLASKIE,144,64.9407087096895
3141,suwalski,2021,58375292.17939432,46427608.79696871,36600533.53959364,PODLASKIE,126,65.07573900934035
3142,suwalski,2022,45667998.62341152,34873801.97314078,25950104.18125979,PODLASKIE,60,56.00613991342956
3143,suwalski,2023,31252755.3592322,23718632.958985962,17972888.102789484,PODLASKIE,34,50.71617794758512
3144,swidnicki,2014,112994961.13556549,57923137.744002976,48937397.16345238,LUBELSKIE,13,78.45582135338948
3145,swidnicki,2015,150412376.8302488,91340372.17998551,75793386.96430595,DOLNOŚLĄSKIE,36,83.95231641380121
3146,swidnicki,2016,277920033.3113766,199422527.26818758,154227424.5232577,DOLNOŚLĄSKIE,189,76.9633180308381
3147,swidnicki,2017,392696396.0953515,297156421.9657515,228548307.10692132,LUBELSKIE,313,75.26296394040408
3148,swidnicki,2018,393677559.4206639,300180523.4719297,231427219.96737182,DOLNOŚLĄSKIE,382,77.51364719175902
3149,swidnicki,2019,396559576.5399014,298430081.620583,227518463.87950003,DOLNOŚLĄSKIE,375,76.485540205062
3150,swidnicki,2020,362314498.49205154,273678664.90265644,213928285.62702334,DOLNOŚLĄSKIE,524,77.45958835000232
3151,swidnicki,2021,346177688.092707,257763113.323673,200384059.64728796,DOLNOŚLĄSKIE,292,75.57488633044515
3152,swidnicki,2022,270023369.83165157,188335681.2482418,148043754.42207643,LUBELSKIE,215,74.19283763712039
3153,swidnicki,2023,177599652.65244612,115770270.78709143,92390850.41408867,LUBELSKIE,122,72.83721039290737
3154,swidnicki,2024,3440108.6965059526,3440108.6965059526,2238207.312005952,LUBELSKIE,1,64.39176732637547
3155,swidwinski,2014,18939324.835199077,10041610.00341314,8635089.7562756,ZACHODNIOPOMORSKIE,2,26.576174168647878
3156,swidwinski,2015,24101777.918237753,13989093.163403317,11710034.622684915,ZACHODNIOPOMORSKIE,6,32.273371233913764
3157,swidwinski,2016,60392783.19724824,47373443.1558027,39149188.94044802,ZACHODNIOPOMORSKIE,27,21.879599518486984
3158,swidwinski,2017,77689970.99206854,62190233.640318096,48764914.95736166,ZACHODNIOPOMORSKIE,62,27.699550219577173
3159,swidwinski,2018,99990559.17542131,79474828.02333356,61550741.95165244,ZACHODNIOPOMORSKIE,84,35.61013899577139
3160,swidwinski,2019,99889897.03442231,81837534.54026511,67571987.2621979,ZACHODNIOPOMORSKIE,70,41.55177453846165
3161,swidwinski,2020,105685676.01722556,87061127.43678597,70772195.94048604,ZACHODNIOPOMORSKIE,63,38.67973698557271
3162,swidwinski,2021,78736134.75276539,66703704.39405925,53961513.95980347,ZACHODNIOPOMORSKIE,50,36.52009332379499
3163,swidwinski,2022,72689461.51615185,62443984.53666793,50107418.47788206,ZACHODNIOPOMORSKIE,46,36.25717395959985
3164,swidwinski,2023,56066189.13731005,48390080.739114724,38868260.22943958,ZACHODNIOPOMORSKIE,30,27.260518990854425
3165,swiebodzinski,2014,9322696.723423993,6618613.372906594,5749145.594656593,LUBUSKIE,8,68.58545889136582
3166,swiebodzinski,2015,16904266.698676128,13910168.768714286,11906281.863739926,LUBUSKIE,15,76.30461369099736
3167,swiebodzinski,2016,36498738.82357006,30385230.02763517,24586322.02283608,LUBUSKIE,39,73.81400205505228
3168,swiebodzinski,2017,64892509.75503814,55778423.42220764,44487631.96893941,LUBUSKIE,60,68.10402767561034
3169,swiebodzinski,2018,76820942.71184893,66477344.50593773,52079737.55955031,LUBUSKIE,80,66.07879422449723
3170,swiebodzinski,2019,78216508.40375765,67173166.12664947,52079446.377767965,LUBUSKIE,75,65.27159409902183
3171,swiebodzinski,2020,78403343.87210667,67970744.41304336,53436908.6146985,LUBUSKIE,73,59.60962266815964
3172,swiebodzinski,2021,63921175.55244145,56020190.49932504,44949419.71995689,LUBUSKIE,56,57.32913483691732
3173,swiebodzinski,2022,77172978.86591837,58378840.95387797,45553095.52486059,LUBUSKIE,47,61.099342038644046
3174,swiebodzinski,2023,67935002.69831926,50017202.624053195,39506653.083048165,LUBUSKIE,23,55.95615956224732
3175,swiecki,2014,153798246.96938482,69560413.28200303,59325768.02145303,KUJAWSKO-POMORSKIE,10,85.41390293041233
3176,swiecki,2015,158935279.015525,74535088.47576226,63641036.089466944,KUJAWSKO-POMORSKIE,16,85.53689596119631
3177,swiecki,2016,183322258.24533817,94847509.38201381,80403389.70565225,KUJAWSKO-POMORSKIE,36,85.03628133008978
3178,swiecki,2017,209424879.29894343,117105977.88065287,96731177.63020504,KUJAWSKO-POMORSKIE,65,83.5150381615737
3179,swiecki,2018,236075339.16050458,140260629.3287716,112684064.24733566,KUJAWSKO-POMORSKIE,100,82.26067109523723
3180,swiecki,2019,241891883.97334707,146974707.3210416,117507151.26643,KUJAWSKO-POMORSKIE,107,82.26813182052143
3181,swiecki,2020,234472266.7445214,139150142.21708372,108979169.85596596,KUJAWSKO-POMORSKIE,108,81.33285157460627
3182,swiecki,2021,235018823.4396432,140131164.5453255,108018532.39054316,KUJAWSKO-POMORSKIE,97,80.3457999964459
3183,swiecki,2022,212421907.12287155,120518637.65714495,93086118.78460895,KUJAWSKO-POMORSKIE,74,80.58418193772056
3184,swiecki,2023,179389748.7370658,92006976.21838988,76975450.51905304,KUJAWSKO-POMORSKIE,45,84.30903450546359
3185,swietochowice,2014,38761643.1643689,24266884.72678011,19745058.220106598,ŚLĄSKIE,3,54.74866685204851
3186,swietochowice,2015,44337090.79716652,29553586.679577727,23380618.111832786,ŚLĄSKIE,8,56.030248911883554
3187,swietochowice,2016,59580513.54694888,43071654.478895515,34483574.90948064,ŚLĄSKIE,24,46.21628060944092
3188,swietochowice,2017,82422434.25221837,62529768.12738077,48594641.32955755,ŚLĄSKIE,52,41.10402576476854
3189,swietochowice,2018,92402399.76200345,72278926.18238637,54647647.147251025,ŚLĄSKIE,73,42.52921885367788
3190,swietochowice,2019,87848018.72299893,67187293.91511369,52944929.98922032,ŚLĄSKIE,76,43.70907291971712
3191,swietochowice,2020,101718895.51226014,80223595.95132282,60238374.161668345,ŚLĄSKIE,103,44.647640423191234
3192,swietochowice,2021,97490443.95567827,76656141.40273947,58586971.4687065,ŚLĄSKIE,115,45.34113098820677
3193,swietochowice,2022,81406509.87894963,61382072.84451036,50232666.95252831,ŚLĄSKIE,90,44.334794589329015
3194,swietochowice,2023,66146474.316709906,50715207.87205882,41220825.87761593,ŚLĄSKIE,60,46.187026813491
3195,swinoujscie,2014,106791569.68190145,98718422.95544887,84010380.76114465,ZACHODNIOPOMORSKIE,3,78.99484949647096
3196,swinoujscie,2015,112467142.18926829,102273251.01087832,86675134.9021063,ZACHODNIOPOMORSKIE,9,77.80975549656782
3197,swinoujscie,2016,146490217.26616868,131924105.27158427,111927495.75044362,ZACHODNIOPOMORSKIE,23,63.23289202849182
3198,swinoujscie,2017,423824310.94994426,243905118.77722162,177687011.4503348,ZACHODNIOPOMORSKIE,33,60.901657688695735
3199,swinoujscie,2018,438622995.81970215,254554027.42614222,185175288.0101296,ZACHODNIOPOMORSKIE,40,60.750680785826766
3200,swinoujscie,2019,436942392.17676044,254028154.54779765,184651513.3612045,ZACHODNIOPOMORSKIE,39,60.122356313236196
3201,swinoujscie,2020,444169423.02454424,261690295.62013242,191466653.70510972,ZACHODNIOPOMORSKIE,47,59.48160249470598
3202,swinoujscie,2021,425675721.11004835,248273980.51320332,180701019.35778725,ZACHODNIOPOMORSKIE,35,61.60495448275303
3203,swinoujscie,2022,416742976.6359259,242473420.92780307,175766549.70942882,ZACHODNIOPOMORSKIE,32,61.977380993149666
3204,swinoujscie,2023,397842039.8710047,228843535.98883715,165389318.00685933,ZACHODNIOPOMORSKIE,21,61.96555587240908
3205,swinoujscie,2024,262534438.46630952,101009071.9354365,57896513.5780754,ZACHODNIOPOMORSKIE,1,56.96192510942664
3206,szamotulski,2014,11597464.767123425,5653581.652869923,5306734.37407849,WIELKOPOLSKIE,4,87.58968318942738
3207,szamotulski,2015,17264369.813287083,11191535.730854895,10000187.545539439,WIELKOPOLSKIE,12,82.07976945062056
3208,szamotulski,2016,65145882.67065889,53132796.28092277,38678147.52525484,WIELKOPOLSKIE,57,62.18991673989316
3209,szamotulski,2017,107853668.37243275,88628325.19732673,65952460.43847052,WIELKOPOLSKIE,82,67.82570987978292
3210,szamotulski,2018,110824868.7090261,92141841.2779955,68437337.85366572,WIELKOPOLSKIE,96,65.99666653956875
3211,szamotulski,2019,102731163.85402167,83822207.72992492,63678834.41314828,WIELKOPOLSKIE,96,64.95342973997013
3212,szamotulski,2020,105139497.41691746,87591269.10060254,67240610.43416704,WIELKOPOLSKIE,89,62.02240317885326
3213,szamotulski,2021,106747341.1442329,89308303.53470254,67102580.5045639,WIELKOPOLSKIE,79,64.3816515697463
3214,szamotulski,2022,79270341.05904695,69152898.21406403,53043992.18377955,WIELKOPOLSKIE,64,66.12593837636113
3215,szamotulski,2023,52726521.32491797,44719745.26027819,32916502.191386223,WIELKOPOLSKIE,41,55.533005716989464
3216,szamotulski,2024,6997640.447542236,5808108.971358543,2570095.0572225144,WIELKOPOLSKIE,1,32.940844036909965
3217,szczecin,2014,153817699.09456974,101246435.49723981,81752678.87712476,ZACHODNIOPOMORSKIE,24,76.20718570042926
3218,szczecin,2015,212318341.5539676,139736884.13477603,107896473.34526715,ZACHODNIOPOMORSKIE,33,73.88016509392715
3219,szczecin,2016,330640798.7941789,248116325.56323338,195046631.85457906,ZACHODNIOPOMORSKIE,101,68.80621998096123
3220,szczecin,2017,526734576.4730818,359378166.56523615,268556999.7134297,ZACHODNIOPOMORSKIE,185,68.63344267832922
3221,szczecin,2018,708339944.9392186,521032015.8094715,391191718.57077533,ZACHODNIOPOMORSKIE,258,71.95771336994584
3222,szczecin,2019,688336351.8137766,504513750.4021268,389330711.84001595,ZACHODNIOPOMORSKIE,271,72.58044711848231
3223,szczecin,2020,811612067.6269703,599006593.1240379,473050289.2544304,ZACHODNIOPOMORSKIE,346,75.18478649024811
3224,szczecin,2021,740237112.1599871,585379784.0188122,453788845.25975555,ZACHODNIOPOMORSKIE,294,75.14572702473725
3225,szczecin,2022,682447142.085882,536916145.6415201,409792304.19914716,ZACHODNIOPOMORSKIE,278,74.25903369069229
3226,szczecin,2023,612481275.8640798,485401959.81409395,373921774.0984924,ZACHODNIOPOMORSKIE,219,75.3715055271813
3227,szczecin,2024,50659553.08373376,32638988.89528499,30161938.186295092,ZACHODNIOPOMORSKIE,5,93.27647817035243
3228,szczecinecki,2014,30493362.32540741,12849769.085021473,11518019.672936017,ZACHODNIOPOMORSKIE,3,45.23295874450951
3229,szczecinecki,2015,36489521.97511275,17622236.280844986,15320534.543512,ZACHODNIOPOMORSKIE,7,47.88945152673224
3230,szczecinecki,2016,85167409.89870659,58587714.5508277,47919160.36802511,ZACHODNIOPOMORSKIE,40,33.094912774478395
3231,szczecinecki,2017,143922518.12299514,106219058.32614468,83690475.56632763,ZACHODNIOPOMORSKIE,83,50.32955958203519
3232,szczecinecki,2018,159452318.29272044,119769980.74386603,94248127.78339191,ZACHODNIOPOMORSKIE,107,52.20667352664326
3233,szczecinecki,2019,126526456.3479119,93578943.41865471,75458788.67048499,ZACHODNIOPOMORSKIE,80,45.053008808572095
3234,szczecinecki,2020,132257340.28144927,103128376.13757634,83425418.98536043,ZACHODNIOPOMORSKIE,81,45.380906351729
3235,szczecinecki,2021,137558944.8740771,111330807.2156043,83118624.05656539,ZACHODNIOPOMORSKIE,73,49.349232377764096
3236,szczecinecki,2022,120818505.66571355,97053612.11179632,69995517.25796542,ZACHODNIOPOMORSKIE,64,44.42858818481858
3237,szczecinecki,2023,109622722.5152051,88304228.1467431,65038340.27327293,ZACHODNIOPOMORSKIE,54,46.27897631306219
3238,szczycienski,2014,578338.72,408052.19,346844.3616666667,WARMIŃSKO-MAZURSKIE,2,85.00000004084444
3239,szczycienski,2015,7584497.518,6982966.137999999,6006397.791166667,WARMIŃSKO-MAZURSKIE,6,86.08431851852322
3240,szczycienski,2016,31707835.89817361,26623924.02114583,22428682.25379861,WARMIŃSKO-MAZURSKIE,60,84.46588629987522
3241,szczycienski,2017,53003312.41852678,44075479.79945139,35774141.716480754,WARMIŃSKO-MAZURSKIE,136,82.05073811210497
3242,szczycienski,2018,91477600.18961993,76193791.63560803,58671572.073160686,WARMIŃSKO-MAZURSKIE,231,78.759693021451
3243,szczycienski,2019,120762322.75273937,98153767.59956813,74049940.60029833,WARMIŃSKO-MAZURSKIE,270,77.49844879439591
3244,szczycienski,2020,95029892.68911187,76608304.02330174,60895030.5721002,WARMIŃSKO-MAZURSKIE,244,80.95076227653706
3245,szczycienski,2021,98412508.69098379,77677697.68188062,61165515.363124155,WARMIŃSKO-MAZURSKIE,187,79.9672132643338
3246,szczycienski,2022,77988025.03856681,62779321.88032078,49902086.71846974,WARMIŃSKO-MAZURSKIE,131,80.08323624060255
3247,szczycienski,2023,90757400.08529232,67426717.74535581,49247596.610643126,WARMIŃSKO-MAZURSKIE,84,74.74136008921141
3248,sztumski,2014,6183262.205420535,3801930.640631647,3055851.0444457587,POMORSKIE,1,40.95265716238699
3249,sztumski,2015,9905233.846698644,7030607.615800329,5513438.6858863775,POMORSKIE,6,42.32902827884087
3250,sztumski,2016,53585117.04677561,46160044.9544715,37886005.76544185,POMORSKIE,30,47.211519345326685
3251,sztumski,2017,68055155.69130337,60047504.23767188,49097934.060562104,POMORSKIE,63,47.52751979284909
