,powiat_std,year,total_project_value,total_eligible_expenditure,cofinancing_value,wojewodztwo,powiat,number_of_projects,eu_cofinancing_rate
2892,obeski,2015,28280982.514666326,17733118.882867604,15125510.96101825,ZACHODNIOPOMORSKIE,łobeski,12,45.85212480199865
2893,obeski,2016,61915299.822772056,48990238.03269555,41247113.99253136,ZACHODNIOPOMORSKIE,łobeski,31,26.31519394824676
2894,obeski,2017,82471333.58173701,66001511.66435561,55102315.62091532,ZACHODNIOPOMORSKIE,łobeski,58,37.30640391605921
2895,obeski,2018,110678103.3292296,89317157.14067757,69964384.40817845,ZACHODNIOPOMORSKIE,łobeski,77,42.1582289092918
2896,obeski,2019,108193326.13056609,85667662.39494462,69222395.13321093,ZACHODNIOPOMORSKIE,łobeski,64,41.098239291930454
2897,obeski,2020,111448511.8259368,90318926.58653292,72333834.3936697,ZACHODNIOPOMORSKIE,łobeski,56,38.570729714282955
2898,obeski,2021,95111615.62674177,78225448.0496666,63281208.23898751,ZACHODNIOPOMORSKIE,łobeski,45,42.864456767499604
2899,obeski,2022,69202059.45941395,57709718.525168136,46076589.05973277,ZACHODNIOPOMORSKIE,łobeski,37,31.415486528786023
2900,obeski,2023,67599961.19651793,46201475.56225779,47970403.86946648,ZACHODNIOPOMORSKIE,łobeski,30,21.05004210974997
2901,obeski,2024,41223529.552546225,6152761.073769841,28971203.643580273,ZACHODNIOPOMORSKIE,łobeski,19,34.98521287579913
2902,obeski,2025,38500700.40725146,0.0,28996289.47843207,ZACHODNIOPOMORSKIE,łobeski,28,34.17423185282531
2903,obeski,2026,32334664.126102515,0.0,24843506.964160368,ZACHODNIOPOMORSKIE,łobeski,21,27.658301934175586
2904,obeski,2027,24501427.84924101,0.0,18334380.99058036,ZACHODNIOPOMORSKIE,łobeski,16,25.77267772006834
2905,obeski,2028,14143291.819944099,0.0,12287605.792435428,ZACHODNIOPOMORSKIE,łobeski,7,12.611428878708443
2906,obeski,2029,11831359.602838466,0.0,10358108.394394657,ZACHODNIOPOMORSKIE,łobeski,3,7.966235474629807
2907,obornicki,2014,8532553.348873423,3575077.2581199226,3540005.6390784895,WIELKOPOLSKIE,obornicki,1,88.88212964784215
2908,obornicki,2015,13802558.761047697,8381297.950178998,7613054.838128704,WIELKOPOLSKIE,obornicki,6,81.18135483731079
2909,obornicki,2016,37847208.43463955,29758297.191050265,24113354.578162648,WIELKOPOLSKIE,obornicki,48,58.45506544002788
2910,obornicki,2017,108679735.24446258,88032116.66254784,64599388.403206505,WIELKOPOLSKIE,obornicki,76,67.45161708856375
2911,obornicki,2018,108265194.81905165,85193722.73121232,65667578.50550854,WIELKOPOLSKIE,obornicki,100,67.95551339850387
2912,obornicki,2019,91205416.21017683,71892978.46777132,58714633.94069943,WIELKOPOLSKIE,obornicki,96,67.57230900203923
2913,obornicki,2020,98278652.19888312,80499281.04632765,64332498.712325126,WIELKOPOLSKIE,obornicki,91,63.33211825505947
2914,obornicki,2021,90563722.44656911,71501908.63808987,58063350.259539515,WIELKOPOLSKIE,obornicki,76,64.91777474904998
2915,obornicki,2022,59979460.14209996,47920622.197547324,38034575.75158068,WIELKOPOLSKIE,obornicki,79,61.31490714517504
2916,obornicki,2023,67129811.88229683,39631232.14003926,42583604.97864261,WIELKOPOLSKIE,obornicki,70,53.56416071331551
2917,obornicki,2024,37370978.55428332,1698055.6580252103,24439921.750897564,WIELKOPOLSKIE,obornicki,26,47.28108376087463
2918,obornicki,2025,36725095.82928507,309599.35520833335,24356659.414179154,WIELKOPOLSKIE,obornicki,29,45.02728995161459
2919,obornicki,2026,33740984.29576422,0.0,23660977.544204563,WIELKOPOLSKIE,obornicki,29,46.67562117545484
2920,obornicki,2027,24243892.656272367,0.0,17669905.89366566,WIELKOPOLSKIE,obornicki,18,43.33892693810199
2921,obornicki,2028,14731469.97345123,0.0,11077998.115463365,WIELKOPOLSKIE,obornicki,12,25.53031619597954
2922,obornicki,2029,8746615.667303039,0.0,7048191.648795558,WIELKOPOLSKIE,obornicki,5,4.046525706329608
2923,odz,2014,328516817.8044286,214669507.49899206,181308277.9106151,ŁÓDZKIE,Łódź,25,84.48837386346385
2924,odz,2015,386750843.41426915,264772557.7195512,221004442.73221248,ŁÓDZKIE,Łódź,45,83.85261995228255
2925,odz,2016,706423871.6603335,524645990.7434444,415070821.8872705,ŁÓDZKIE,Łódź,251,81.04914036619101
2926,odz,2017,1307217528.3870478,886170572.848984,686093629.7325085,ŁÓDZKIE,Łódź,471,79.5961014988835
2927,odz,2018,1593951432.8108535,1109112765.6771185,860065426.6762561,ŁÓDZKIE,Łódź,671,79.72889050844809
2928,odz,2019,1689310751.1891506,1190640365.7549474,922234895.8506913,ŁÓDZKIE,Łódź,758,79.1888019570218
2929,odz,2020,1803510811.2101536,1309338927.3549712,1031086950.5591507,ŁÓDZKIE,Łódź,1701,80.6636451360037
2930,odz,2021,1835402698.5033543,1344443242.4334102,1053510980.4284589,ŁÓDZKIE,Łódź,1584,79.99146700668233
2931,odz,2022,1708411688.6193902,1244631739.2139509,980445847.0306532,ŁÓDZKIE,Łódź,748,80.26000085743945
2932,odz,2023,1986483333.1041682,1105093408.329563,1164055651.8298967,ŁÓDZKIE,Łódź,590,80.80087726136873
2933,odz,2024,1300814917.703818,281038197.2160476,766077973.3105994,ŁÓDZKIE,Łódź,213,81.98917001462952
2934,odz,2025,1385673688.3756728,196685911.60667858,843043302.5597229,ŁÓDZKIE,Łódź,345,80.9140695714688
2935,odz,2026,1087173315.8636894,57821481.865499996,699150059.3077221,ŁÓDZKIE,Łódź,279,80.61341092491068
2936,odz,2027,847860760.9131827,0.0,574636246.5786695,ŁÓDZKIE,Łódź,148,81.8001965810677
2937,odz,2028,210561858.73715088,0.0,133850890.84779838,ŁÓDZKIE,Łódź,38,78.36098693343918
2938,odz,2029,8630816.507650867,0.0,6368258.073340043,ŁÓDZKIE,Łódź,7,82.47392486696404
2939,odzki wschodni,2014,6479590.612416667,3625093.616166666,3063215.443,ŁÓDZKIE,łódzki wschodni,6,84.56708196375767
2940,odzki wschodni,2015,17190494.92716796,11223046.605481451,9494666.335696451,ŁÓDZKIE,łódzki wschodni,15,85.03405069233582
2941,odzki wschodni,2016,47632767.1393157,38293083.51878731,29305667.844368204,ŁÓDZKIE,łódzki wschodni,53,80.09435178050245
2942,odzki wschodni,2017,86078603.61569636,69834433.75845367,50658601.52258249,ŁÓDZKIE,łódzki wschodni,117,76.57342940040157
2943,odzki wschodni,2018,114815748.4843164,93633018.41707373,61793281.28030934,ŁÓDZKIE,łódzki wschodni,168,71.46086536702626
2944,odzki wschodni,2019,108592028.34789236,87640255.63364968,59191854.57881486,ŁÓDZKIE,łódzki wschodni,200,72.99555863376361
2945,odzki wschodni,2020,92309963.15371157,73471227.85463557,57133504.338983335,ŁÓDZKIE,łódzki wschodni,311,80.77554977010875
2946,odzki wschodni,2021,112167891.98386873,82491199.26815683,70911689.3277432,ŁÓDZKIE,łódzki wschodni,290,80.50146559575492
2947,odzki wschodni,2022,116151814.15985034,80012979.11103861,68595636.97801524,ŁÓDZKIE,łódzki wschodni,162,80.15315377166198
2948,odzki wschodni,2023,134602935.33268943,68403183.0774295,81949416.52843751,ŁÓDZKIE,łódzki wschodni,119,79.30943992725686
2949,odzki wschodni,2024,81404715.87370121,6987791.556111111,49022487.20330087,ŁÓDZKIE,łódzki wschodni,47,80.0530772185823
2950,odzki wschodni,2025,77270751.09690216,0.0,51333256.78667675,ŁÓDZKIE,łódzki wschodni,70,78.84622715144495
2951,odzki wschodni,2026,62641495.02575473,0.0,43728341.077386364,ŁÓDZKIE,łódzki wschodni,58,81.47435876951207
2952,odzki wschodni,2027,27752414.06637317,0.0,19068663.892172705,ŁÓDZKIE,łódzki wschodni,20,82.52761765018583
2953,odzki wschodni,2028,6867487.054875552,0.0,5054339.379417945,ŁÓDZKIE,łódzki wschodni,5,83.13048266746249
2954,odzki wschodni,2029,2837673.190319048,0.0,1745585.024447619,ŁÓDZKIE,łódzki wschodni,1,79.0299999999109
2955,olecki,2014,829121.9846666667,715782.434,608415.069,WARMIŃSKO-MAZURSKIE,olecki,3,85.00000001397073
2956,olecki,2015,4679699.840494556,4468547.00732789,3865754.6946639665,WARMIŃSKO-MAZURSKIE,olecki,11,86.62513898974389
2957,olecki,2016,23421963.07646678,18955671.326966777,14286099.574775077,WARMIŃSKO-MAZURSKIE,olecki,54,78.47437838464023
2958,olecki,2017,51978318.083564274,40580562.849605665,31241038.35567685,WARMIŃSKO-MAZURSKIE,olecki,105,74.68392332604094
2959,olecki,2018,52910694.83422489,44437980.463746436,36380327.60962662,WARMIŃSKO-MAZURSKIE,olecki,166,78.69789156825126
2960,olecki,2019,60039070.70130892,49282650.15456857,40392636.94868459,WARMIŃSKO-MAZURSKIE,olecki,196,78.94671542543396
2961,olecki,2020,56137273.3792869,45780308.98462988,37136099.5030048,WARMIŃSKO-MAZURSKIE,olecki,163,78.25905341697269
2962,olecki,2021,85556052.6847788,47826999.87372769,57307007.33485231,WARMIŃSKO-MAZURSKIE,olecki,128,78.79058244403831
2963,olecki,2022,71414231.39570706,33196728.989679754,48533796.21098493,WARMIŃSKO-MAZURSKIE,olecki,85,81.87075957529028
2964,olecki,2023,74151375.88177639,31121074.509772487,50146041.9725495,WARMIŃSKO-MAZURSKIE,olecki,64,81.90557994209651
2965,olecki,2024,46743140.64444664,3070932.1925,34451081.92157494,WARMIŃSKO-MAZURSKIE,olecki,46,82.47859610257035
2966,olecki,2025,49489336.96330693,0.0,36403481.102371804,WARMIŃSKO-MAZURSKIE,olecki,54,82.24152572661211
2967,olecki,2026,43432014.83828702,0.0,31441218.74975041,WARMIŃSKO-MAZURSKIE,olecki,31,81.92796206561039
2968,olecki,2027,35451176.41401202,0.0,26375921.009442076,WARMIŃSKO-MAZURSKIE,olecki,12,83.06431086660368
2969,olecki,2028,32328631.180587016,0.0,24303763.252667077,WARMIŃSKO-MAZURSKIE,olecki,7,83.73960714923679
2970,olecki,2029,6482622.462666184,0.0,4294682.461256244,WARMIŃSKO-MAZURSKIE,olecki,3,77.98381186931807
2971,oleski,2014,53846265.281702384,34184247.38216865,29058228.891121693,OPOLSKIE,oleski,5,80.35943607444455
2972,oleski,2015,64963552.62495702,45161066.446951054,38154193.422024466,OPOLSKIE,oleski,18,79.43489155565564
2973,oleski,2016,91885272.44420701,70245730.04494411,56376825.34261927,OPOLSKIE,oleski,56,75.8128746303005
2974,oleski,2017,126018820.19487023,102887875.23188114,79075522.73109704,OPOLSKIE,oleski,132,70.74885891578165
2975,oleski,2018,151269355.9593265,126155051.0026509,96948910.40000679,OPOLSKIE,oleski,149,71.1199384151712
2976,oleski,2019,147288764.22223464,121115738.26428923,91830873.89059877,OPOLSKIE,oleski,138,69.67377209150901
2977,oleski,2020,144170112.0743617,119301676.45997283,94366712.47249249,OPOLSKIE,oleski,133,68.97192661748572
2978,oleski,2021,108528734.4018688,83198284.8201942,64281701.047667295,OPOLSKIE,oleski,111,60.19947673331285
2979,oleski,2022,105517776.74620846,78787284.04108146,59571171.57918242,OPOLSKIE,oleski,94,60.88932378008151
2980,oleski,2023,103964226.31864484,57868621.522139914,62363082.45005576,OPOLSKIE,oleski,54,48.6165903367383
2981,oleski,2024,70579267.46194513,0.0,44514733.31458169,OPOLSKIE,oleski,27,38.36791674831846
2982,oleski,2025,81690264.16546306,0.0,51605667.58962303,OPOLSKIE,oleski,42,44.897131293674974
2983,oleski,2026,71784078.24697399,0.0,44860897.17696174,OPOLSKIE,oleski,37,44.45667917747544
2984,oleski,2027,31090275.80306555,0.0,19825450.486810584,OPOLSKIE,oleski,14,30.222917119646446
2985,oleski,2028,10524553.555863883,0.0,9079620.036560584,OPOLSKIE,oleski,4,11.614840424834949
2986,oleski,2029,8027926.777259023,0.0,7093959.295302945,OPOLSKIE,oleski,2,6.121327946181262
2987,olesnicki,2014,1657065.8178619046,1494993.4033476189,1272509.0006492063,DOLNOŚLĄSKIE,oleśnicki,4,77.52215448885457
2988,olesnicki,2015,8416590.507861905,7530913.48834762,5947753.146649206,DOLNOŚLĄSKIE,oleśnicki,10,78.97839180339753
2989,olesnicki,2016,64673834.77585828,51901750.02303546,38572756.19603707,DOLNOŚLĄSKIE,oleśnicki,56,63.80898633447255
2990,olesnicki,2017,95918570.10409,77182915.80734377,57887308.05717979,DOLNOŚLĄSKIE,oleśnicki,106,66.34431389039794
2991,olesnicki,2018,85745212.63075274,73070967.4123319,58701919.35091252,DOLNOŚLĄSKIE,oleśnicki,122,72.9339654436598
2992,olesnicki,2019,65531765.77003197,56344887.95731452,43882386.2861232,DOLNOŚLĄSKIE,oleśnicki,100,68.27701335566739
2993,olesnicki,2020,78389026.82807016,69170845.34725152,55099393.722284645,DOLNOŚLĄSKIE,oleśnicki,116,70.61380645935638
2994,olesnicki,2021,77498107.6378905,66264814.16335559,53240303.800464705,DOLNOŚLĄSKIE,oleśnicki,68,65.41434668167663
2995,olesnicki,2022,69702934.08140117,60219863.04691864,48921783.782810904,DOLNOŚLĄSKIE,oleśnicki,57,63.90657264787192
2996,olesnicki,2023,63092324.08472653,35760228.503793076,43499714.02722393,DOLNOŚLĄSKIE,oleśnicki,49,48.64829818412128
2997,olesnicki,2024,47836661.4605383,0.0,32306822.813819688,DOLNOŚLĄSKIE,oleśnicki,48,43.7021580253339
2998,olesnicki,2025,67292499.29289724,0.0,44328432.42068955,DOLNOŚLĄSKIE,oleśnicki,64,51.09372790652904
2999,olesnicki,2026,70220254.12546478,0.0,47243687.092677265,DOLNOŚLĄSKIE,oleśnicki,59,53.73296264489415
3000,olesnicki,2027,28379765.78895756,0.0,18743931.44831486,DOLNOŚLĄSKIE,oleśnicki,24,39.974320537102514
3001,olesnicki,2028,16924669.888866603,0.0,11419747.219050793,DOLNOŚLĄSKIE,oleśnicki,3,26.878180520116775
3002,olesnicki,2029,5827800.279077713,0.0,4084609.6886896826,DOLNOŚLĄSKIE,oleśnicki,1,11.449242832061671
3003,olkuski,2014,2915315.2776666665,12746855.217555556,8821127.565555556,MAŁOPOLSKIE,olkuski,6,69.76591603172437
3004,olkuski,2015,10326070.375997325,19456111.577886213,14025213.860450419,MAŁOPOLSKIE,olkuski,14,73.47433017630212
3005,olkuski,2016,56489420.2445864,58856567.73356169,41027529.41462821,MAŁOPOLSKIE,olkuski,76,73.16009147353837
3006,olkuski,2017,114484667.13914773,109241105.69478825,68248223.21354234,MAŁOPOLSKIE,olkuski,124,68.71855211679294
3007,olkuski,2018,183505914.14433575,161499279.03309533,108410143.0492509,MAŁOPOLSKIE,olkuski,193,70.3094922216747
3008,olkuski,2019,193277124.31371057,172016324.89859512,117149139.78634286,MAŁOPOLSKIE,olkuski,205,70.71499733379108
3009,olkuski,2020,172813948.07434487,158289656.60695165,105121059.8368132,MAŁOPOLSKIE,olkuski,215,69.19883403941758
3010,olkuski,2021,159175586.37264955,145504750.57802907,99275345.36184911,MAŁOPOLSKIE,olkuski,172,69.99292954528019
3011,olkuski,2022,101031303.65028438,89171163.75431612,68590358.2386431,MAŁOPOLSKIE,olkuski,118,74.79677620788522
3012,olkuski,2023,102837203.73235366,74654924.8540557,72097501.25270997,MAŁOPOLSKIE,olkuski,82,76.12160958779991
3013,olkuski,2024,123885399.5008165,0.0,81395084.31460983,MAŁOPOLSKIE,olkuski,85,76.60305273236744
3014,olkuski,2025,138993912.7216709,0.0,94508870.6087996,MAŁOPOLSKIE,olkuski,109,78.15188205167728
3015,olkuski,2026,78021800.82138838,0.0,58213529.95400199,MAŁOPOLSKIE,olkuski,67,82.17528858474019
3016,olkuski,2027,41651126.20433214,0.0,33162853.49217315,MAŁOPOLSKIE,olkuski,39,84.61205498323625
3017,olkuski,2028,16633026.191625781,0.0,14099881.456255049,MAŁOPOLSKIE,olkuski,18,84.77922098295237
3018,olkuski,2029,6778577.87102585,0.0,5754433.644457647,MAŁOPOLSKIE,olkuski,8,84.89264109245505
3019,olsztyn,2014,38352903.92640476,36561666.2610873,29227481.741932537,WARMIŃSKO-MAZURSKIE,Olsztyn,25,83.12691739838584
3020,olsztyn,2015,126191273.24196357,108913392.85416631,90468818.44994263,WARMIŃSKO-MAZURSKIE,Olsztyn,45,84.19819990037693
3021,olsztyn,2016,265633632.33632764,220307681.4556554,180477823.1968464,WARMIŃSKO-MAZURSKIE,Olsztyn,165,82.94133742258462
3022,olsztyn,2017,458051041.4910578,375897763.9277625,303608222.76695156,WARMIŃSKO-MAZURSKIE,Olsztyn,330,82.20688208018802
3023,olsztyn,2018,499041806.4914131,407123055.48687917,324987205.3156223,WARMIŃSKO-MAZURSKIE,Olsztyn,474,81.39280494807673
3024,olsztyn,2019,656585143.2207223,522213808.4835052,379953437.868461,WARMIŃSKO-MAZURSKIE,Olsztyn,556,77.01771568725395
3025,olsztyn,2020,626963805.7122493,504250338.38811547,371417268.47696525,WARMIŃSKO-MAZURSKIE,Olsztyn,580,78.5013786075693
3026,olsztyn,2021,646490966.2621279,505258241.9470225,386450712.01191556,WARMIŃSKO-MAZURSKIE,Olsztyn,472,78.14909333210778
3027,olsztyn,2022,577942172.1318548,442101151.0483641,332225364.3481773,WARMIŃSKO-MAZURSKIE,Olsztyn,404,76.53306541613686
3028,olsztyn,2023,588468532.9387923,426784143.27809215,336295096.8784253,WARMIŃSKO-MAZURSKIE,Olsztyn,313,75.62889711737547
3029,olsztyn,2024,398843412.3345811,144407358.31195635,209883777.44686684,WARMIŃSKO-MAZURSKIE,Olsztyn,150,69.3316349164563
3030,olsztyn,2025,451304435.0611809,95650996.31557143,238646720.30852747,WARMIŃSKO-MAZURSKIE,Olsztyn,206,68.77906081125707
3031,olsztyn,2026,261540162.78065842,0.0,164900698.33016098,WARMIŃSKO-MAZURSKIE,Olsztyn,109,72.60439887105716
3032,olsztyn,2027,196443841.47241342,0.0,122773816.32451846,WARMIŃSKO-MAZURSKIE,Olsztyn,37,71.00002638479462
3033,olsztyn,2028,48258436.94656182,0.0,35721787.3779629,WARMIŃSKO-MAZURSKIE,Olsztyn,12,84.17335208923949
3034,olsztyn,2029,38039051.4556342,0.0,27787380.90898528,WARMIŃSKO-MAZURSKIE,Olsztyn,6,84.35560878280243
3035,olsztynski,2014,540152805.5365278,340129649.82102776,288756567.1575278,WARMIŃSKO-MAZURSKIE,olsztyński,7,84.96427599877457
3036,olsztynski,2015,562544047.0392355,357266720.5023465,303293369.1459068,WARMIŃSKO-MAZURSKIE,olsztyński,16,84.96286746977104
3037,olsztynski,2016,664106366.6371908,434397196.20163125,365266782.55539984,WARMIŃSKO-MAZURSKIE,olsztyński,139,84.31761129674999
3038,olsztynski,2017,753747105.4944447,504559307.83073044,413628081.72436374,WARMIŃSKO-MAZURSKIE,olsztyński,311,82.88456895279847
3039,olsztynski,2018,845971761.0231074,571288720.4832065,463915305.4714395,WARMIŃSKO-MAZURSKIE,olsztyński,440,82.22614662490764
3040,olsztynski,2019,584583942.2495197,409428303.6454596,322460127.33212894,WARMIŃSKO-MAZURSKIE,olsztyński,521,80.30769819878282
3041,olsztynski,2020,360889074.7719584,273337416.79275936,203916860.94515896,WARMIŃSKO-MAZURSKIE,olsztyński,553,76.83557694485434
3042,olsztynski,2021,330705701.9315162,243447319.42066303,185599370.96827528,WARMIŃSKO-MAZURSKIE,olsztyński,443,76.44772375251128
3043,olsztynski,2022,263565702.3279266,192444386.7307639,148004525.11928853,WARMIŃSKO-MAZURSKIE,olsztyński,324,76.48753023623362
3044,olsztynski,2023,230468041.02823466,164432646.20319578,134661041.0536516,WARMIŃSKO-MAZURSKIE,olsztyński,238,76.90136400274409
3045,olsztynski,2024,85788506.0430167,17950141.769916665,53693534.83337336,WARMIŃSKO-MAZURSKIE,olsztyński,103,80.63137813368363
3046,olsztynski,2025,122074603.29971747,11705222.077,77990438.31031035,WARMIŃSKO-MAZURSKIE,olsztyński,144,79.40609260867326
3047,olsztynski,2026,68019662.20540033,0.0,47773492.17676903,WARMIŃSKO-MAZURSKIE,olsztyński,75,78.87991163689271
3048,olsztynski,2027,40326943.681339286,0.0,27757095.81404762,WARMIŃSKO-MAZURSKIE,olsztyński,26,77.97327986674141
3049,olsztynski,2028,30209484.32279762,0.0,19794137.38584762,WARMIŃSKO-MAZURSKIE,olsztyński,12,76.21416314811646
3050,olsztynski,2029,9663545.843661904,0.0,7086468.476661905,WARMIŃSKO-MAZURSKIE,olsztyński,3,82.98194487418694
3051,omza,2014,35529714.700922705,19216979.324868347,20433849.93595985,PODLASKIE,Łomża,10,73.72273502406608
3052,omza,2015,46949236.997687414,29030749.10613305,27351239.75560691,PODLASKIE,Łomża,15,73.07333464449042
3053,omza,2016,58742153.370741144,40695528.969539724,36530063.970564924,PODLASKIE,Łomża,28,68.8325894446125
3054,omza,2017,120721726.65027641,90673367.20482779,70021637.3773658,PODLASKIE,Łomża,60,68.27545885400787
3055,omza,2018,141214576.45003814,105872369.39499526,78248194.73252323,PODLASKIE,Łomża,83,67.20378840859887
3056,omza,2019,134194642.92660123,97455673.1849848,72159159.64724073,PODLASKIE,Łomża,85,66.37499644251724
3057,omza,2020,147980707.04414454,111806531.74905753,84264670.4131721,PODLASKIE,Łomża,158,68.42755343178075
3058,omza,2021,139107752.11662352,108118623.27945037,80823256.49216451,PODLASKIE,Łomża,133,67.4086838990912
3059,omza,2022,109550571.90490185,84991817.13193038,66264120.08599971,PODLASKIE,Łomża,80,68.6969708385235
3060,omza,2023,102544441.29902145,64650587.1043589,63552824.484446645,PODLASKIE,Łomża,49,58.91931743278601
3061,omza,2024,64908455.92217456,10589620.739758404,42901893.52398634,PODLASKIE,Łomża,23,58.36303368746133
3062,omza,2025,62142996.87633552,237147.63051470587,42526640.79373393,PODLASKIE,Łomża,33,58.143450834481456
3063,omza,2026,39739341.55673907,0.0,30701255.781775795,PODLASKIE,Łomża,22,59.01236662685246
3064,omza,2027,31097178.38788746,0.0,23912706.350429125,PODLASKIE,Łomża,13,54.358347840204594
3065,omza,2028,10401204.248605296,0.0,9219208.158242803,PODLASKIE,Łomża,3,14.904516818308457
3066,omza,2029,8412819.745193532,0.0,7534372.964487901,PODLASKIE,Łomża,2,4.0896031433201925
3067,omzynski,2014,48446041.98705331,21232926.94294771,26245680.457557738,PODLASKIE,łomżyński,3,76.21996716185934
3068,omzynski,2015,50090382.43197925,22877267.38787364,27634876.03086876,PODLASKIE,łomżyński,7,76.28808069528445
3069,omzynski,2016,84525533.42225915,54667934.42517317,53834384.61023153,PODLASKIE,łomżyński,24,75.96854543612704
3070,omzynski,2017,100226953.41762091,68834111.54294573,64596793.25395486,PODLASKIE,łomżyński,57,75.03795499833049
3071,omzynski,2018,140759070.9009923,97752940.73422286,83544853.66681863,PODLASKIE,łomżyński,103,72.95026722627007
3072,omzynski,2019,150310712.2568173,105290367.07480764,87700360.79677422,PODLASKIE,łomżyński,111,72.07708803867904
3073,omzynski,2020,144258299.12186757,102116902.27963734,87041307.19701996,PODLASKIE,łomżyński,155,72.86041069929821
3074,omzynski,2021,110022012.81928992,71649614.10869649,64205057.48437168,PODLASKIE,łomżyński,137,71.77512097122579
3075,omzynski,2022,124034214.96173492,71505957.93655744,71349020.9157545,PODLASKIE,łomżyński,85,71.74872388977262
3076,omzynski,2023,89245682.18102305,33403723.126430407,57773379.6778718,PODLASKIE,łomżyński,51,60.195837853469015
3077,omzynski,2024,135778495.76013577,239620.73975840336,93823952.0050598,PODLASKIE,łomżyński,27,69.91362685284071
3078,omzynski,2025,129410202.5982145,237147.63051470587,93994205.27002183,PODLASKIE,łomżyński,38,70.72786494166576
3079,omzynski,2026,83830086.6117064,0.0,66602739.91389369,PODLASKIE,łomżyński,26,71.11529379428741
3080,omzynski,2027,30305744.427181453,0.0,21487715.52230702,PODLASKIE,łomżyński,14,44.67603536505825
3081,omzynski,2028,15416100.691128079,0.0,13447792.586759083,PODLASKIE,łomżyński,3,36.85490326491034
3082,omzynski,2029,9234306.553427426,0.0,8222423.692030404,PODLASKIE,łomżyński,1,10.756100513826718
3083,opatowski,2015,11227287.63655357,9576930.090517856,8347116.620738095,ŚWIĘTOKRZYSKIE,opatowski,3,68.93401230704137
3084,opatowski,2016,70761420.30124114,53586812.430328034,44132398.82704574,ŚWIĘTOKRZYSKIE,opatowski,43,72.88795333249969
3085,opatowski,2017,111209240.81848672,88122025.6921187,71326532.4631621,ŚWIĘTOKRZYSKIE,opatowski,96,65.89448728169599
3086,opatowski,2018,125894258.96604992,101289028.33785439,81415339.8602237,ŚWIĘTOKRZYSKIE,opatowski,140,66.83658441618608
3087,opatowski,2019,129051714.12543808,102041788.86257586,81540333.36989735,ŚWIĘTOKRZYSKIE,opatowski,137,67.4788439322758
3088,opatowski,2020,113568333.06858261,90943274.92821445,73313083.86208653,ŚWIĘTOKRZYSKIE,opatowski,141,65.04806830439574
3089,opatowski,2021,221523100.77944514,85142205.54819481,125295034.91057864,ŚWIĘTOKRZYSKIE,opatowski,85,72.88689875322407
3090,opatowski,2022,207758606.935762,73886958.74326378,113644825.52609473,ŚWIĘTOKRZYSKIE,opatowski,65,71.01564444115306
3091,opatowski,2023,211305762.41949955,58782140.529029846,118377676.13412312,ŚWIĘTOKRZYSKIE,opatowski,41,65.45675845212732
3092,opatowski,2024,182335167.14806464,8405317.602599999,101708968.958462,ŚWIĘTOKRZYSKIE,opatowski,28,66.57233852029971
3093,opatowski,2025,191415197.10532582,8405317.602599999,108120159.0275528,ŚWIĘTOKRZYSKIE,opatowski,42,66.57711471062169
3094,opatowski,2026,162981450.19696233,0.0,91911214.14847463,ŚWIĘTOKRZYSKIE,opatowski,24,62.72438319584652
3095,opatowski,2027,28500041.11575889,0.0,22424401.623426877,ŚWIĘTOKRZYSKIE,opatowski,11,10.81139492842808
3096,opatowski,2028,25443371.968470395,0.0,19831996.083324097,ŚWIĘTOKRZYSKIE,opatowski,4,6.442329515461392
3097,opatowski,2029,15375679.85894529,0.0,11670887.527794447,ŚWIĘTOKRZYSKIE,opatowski,1,3.133903612592814
3098,opoczynski,2014,5273934.483333333,5106935.57,4340895.233,ŁÓDZKIE,opoczyński,3,84.99999997062814
3099,opoczynski,2015,12645878.008449612,11934780.258449612,10344102.829697674,ŁÓDZKIE,opoczyński,9,86.77274337693636
3100,opoczynski,2016,28348621.451435722,24208370.9501262,20367856.520787623,ŁÓDZKIE,opoczyński,49,84.54035743888386
3101,opoczynski,2017,64374630.965379864,54342261.14426082,35714219.69354953,ŁÓDZKIE,opoczyński,81,70.98588577190607
3102,opoczynski,2018,85188250.38305546,73275275.91617452,49233945.2874933,ŁÓDZKIE,opoczyński,110,72.04554009886068
3103,opoczynski,2019,101821800.42222397,87190635.06765254,59871029.333795525,ŁÓDZKIE,opoczyński,128,73.18511069678524
3104,opoczynski,2020,81442668.14851947,68166180.57311471,49804983.324658215,ŁÓDZKIE,opoczyński,200,76.8348307556024
3105,opoczynski,2021,111087734.642883,96851031.45020248,61017512.22451363,ŁÓDZKIE,opoczyński,184,67.55517278184767
3106,opoczynski,2022,119350563.78143801,103733242.07285273,62732166.71993463,ŁÓDZKIE,opoczyński,107,66.49521783913063
3107,opoczynski,2023,125467549.48958848,95049541.96538831,71183431.99214795,ŁÓDZKIE,opoczyński,89,69.12345167898268
3108,opoczynski,2024,34650192.835807316,0.0,27673083.86963184,ŁÓDZKIE,opoczyński,33,84.03984740882093
3109,opoczynski,2025,45592942.30053191,0.0,35347489.019374326,ŁÓDZKIE,opoczyński,52,83.04855935699983
3110,opoczynski,2026,41897337.21844857,0.0,31494711.77604099,ŁÓDZKIE,opoczyński,39,82.96790277237666
3111,opoczynski,2027,12758105.426391259,0.0,9314663.717259146,ŁÓDZKIE,opoczyński,14,83.14864755812208
